q_id,name,gnd,instance_of,birth,death,books_total,books_non_selfpub,books_selfpub,qualifies,confidence,requires_review,has_dewiki,publishers,sample_titles,wikidata_url,dewiki_url,swisscovery_search_url
Q671472,Hermann Suter,119549220,Mensch,1870-04-28,1926-06-22,163,163,0,True,gnd,False,True,Hug; [Selbstverlag]; [Steingräber],"""Du bist wie eine Blume ..."" : [Lied für 1 Singstimme mit Klavierbegl.] | ""Dur d's Oberland uf"" : (Im Röseligarte III, 12) : Für 1 Singst. & Klavier | <<Die>> ""Media Vita"" des Notker Balbulus : [Für Männerstimmen (Chor, Halbchor & Solo) 1-stimmig] | <<Der>> ""Sommerkanon"" des Mönches von Reading John of Fornsete : ""Sommer zog ins Land herein, lustig sing Kuku!' : [Uebertragung in moderne Tonwerte mit dynamischer Bezeichnung, für 6-st. Männerchor a capp. (2 Bässe und 4 Tenöre)] | <<Der>> ""Sommerkanon"" des Mönches von Reading John of Fornsete (um das Jahr 1226) ... : Sechsstimm. Männerchor a cappella (2 Bässe und 4 Tenöre) : Uebertr. in moderne Tonwerte mit dynam. Bezeichnung von Hermann Suter",https://www.wikidata.org/wiki/Q671472,https://de.wikipedia.org/wiki/Hermann_Suter,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,119549220&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q42327039,Emil Maurer,122759249,Mensch,1917-01-01,2011-01-14,157,157,0,True,gnd,False,True,ABC; Aktiengesellschaft vorm. B. Siegfried; Artemis; Atlantis; Benteli; Birkhäuser; Büchler; C. Winter; Deutscher Fachverlag; Edition Marzona; Electa; Francke; Gesellschaft für Schweizerische Kunstführer; Gesellschaft für Schweizerische Kunstgeschichte; Gesellschaft für Schweizerische Kunstgeschichte GSK; Gesellschaft füur Schweizerische Kunstgeschichte; Harlekin; Helbing & Lichtenhahn; Huber; J. Binkert; J. Thorbecke; Juris; Kromer; Manesse Verlag; NZZ; NZZ Verlag; P. Lang; Panstwowe Wydawnictwo Naukowe; Reimer; Sauerländer; Schweizer Monatshefte; Schweizerische Kreditanstalt; Schweizerisches Institut für Kunstwissenschaft; Schück; Siegfried  Aktiengesellschaft; Thorbecke; Universität Zürich; Verlag Birkhäuser; Verlag Neue Zürcher Zeitung; Verlag Reihe W; Wissenschaftliche Verlagsgesellschaft M.B.H; Zentralstelle der Studentenschaft; [C. Heydrich]; [Ehrli-Druck]; [Historische Vereinigung Seetal]; [Schweizer Monatshefte]; [Verlag nicht ermittelbar],15 Aufsätze zur Geschichte der Malerei : [Festgabe zum 65. Geburtstag von Emil Maurer] | 2 Briefe an Joseph Gantner | 6000 Jahre Gastronomie : die Geschichte der feinen Kochkunst | Albert Welti 1862-1912 : ein Schweizer Künstler am Scheideweg der Moderne | Altarbaustudien : Formen renaissancemässiger Altarretabel in der deutschsprachigen Schweiz,https://www.wikidata.org/wiki/Q42327039,https://de.wikipedia.org/wiki/Emil_Maurer,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,122759249&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q1582133,Hans Rudolf Sennhauser,133489205,Mensch,1931-04-12,,157,157,0,True,gnd,False,True,"Abegg-Stiftung; Alkuin-Verlag; Bayerische Akademie der Wissenschaften; Bundesamt für Kultur; Eidg. Landestopographie; Fotorotar; Gesellschaft für Schweizerische Kunstgeschichte; Helbing u. Lichtenhahn; Hochbaudepartement der Stadt, Amt für Stadtebau, Archäologie; Jan Thorbecke; Jan Thorbecke Verlag; Juris; Kantonsarchaeologie Luzern; Kath. Kirchgemeinde Zurzach; Kath.Kirchgemeinde Zurzach; Musei Civici Como; Office du patrimoine historique; Ott; Otto Harrassowitz; Prestel; Prestel-Verlag; Rohr; Schwabe; Schwegler; Schweizerischer Burgenverein; Sigrist; Soc. d'histoire de l'art en Suisse; Soc. for the History of Swiss Art; Società di Storia dell'Arte Svizzera SSAS; Società di Storia dell'Arte in Svizzera; Tappeiner; The Institute of Mediaeval Music; VDF Hochschulverlag; Vdf Hochschulverlag; Verband der Direktverkaufsfirmen Hochschulverlag; Verl. der Bayerischen Akademie der Wissenschaften; Verlag Historische Vereinigung des Bezirks Zurzach; Verlag am Klosterhof; Verlag der Fachvereine; Verlag der Fachvereine Zürich; Verlag der Fachvereine an den Schweizerischen Hochschulen und Techniken; ZIP, Zurich InterPublishers; [Einwohnergemeinde Oberbipp]; [Hermann]; [Historischer Verein des Kantons Schwyz]; [Verlag nicht ermittelbar]; vdf - Hochschulverlag an der ETH; vdf Hochschulverl; vdf Hochschulverlag; vdf Hochschulverlag AG an der ETH Zürich; vdf, Hochschulverlag an der ETH","""Für die kranken Brüder werde ein eigener Raum bestimmt..."" : Klosterinfirmarien des hohen Mittelalters | ""Von starken und grossen flüejen"" : eine Untersuchung zu Megalith- und Buckelquader-Mauerwerk an Burgtümer im Gebiet zwischen Alpen und Rhein | 1 Brief an Artemis-Verlag | <<The>> 1200-year-old convent of Müstair and its importance in art history | 2 Briefe an Hans Sigrist",https://www.wikidata.org/wiki/Q1582133,https://de.wikipedia.org/wiki/Hans_Rudolf_Sennhauser,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,133489205&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q116096,Otto Sutermeister,117382477,Mensch,1832-09-27,1901-08-18,155,155,0,True,gnd,False,True,"A. Francke, vormals Schmid & Francke; Bebie; Christen; Druck und Verlag von Fr. Schulthess; Druck und Verlag von Friedrich Schulthess; Druck und Verlag von Orell, Füssli und Comp; Eugen Sutermeister; F. Reinhardt; F. Schulthess; F. Zahn; Friedrich Brandstetter; Friedrich Schulthess; Friesenhahn Nachf. Bettermann; Füssli; H.R. Sauerländer; Haller; Hansebooks; Huber; J. Dalp'sche Buchhandlung (K. Schmid); J. Huber's Verlag; Jenni; K. J. Wyss; Neufeld & Henius; Olms; Orell Füessli; Orell Füssli; Reinhardt; Rummel; S. Höhr; Sauerländer; Schröter; Schulth; Schulthess; Schulthess Dr; Stämpfli'sche Buchdr; Th. Schröter; Th. Schröter's Verlag; Verein für Verbreitung Guter Schriften; Verein für Verbreitung guter Schriften; Verein zur Verbreitung guter Schriften; Verlag Hans Rohr; Verlag von Emil Rummel; Verlag von F. Zahn; Verlag von Orell Füssli & Cie; Verlag von Orell Füßli & Co; Verlag von W. Goepper; Verlags-Comptoir; Volksverl. Elgg; W. Kaiser; [Verlag nicht ermittelbar]","1 Postkarte, 1 Karte an C[onrad] Ferd[inand] Meyer | Aus dem Kanton Aargau | Aus dem Kanton Appenzell | Aus dem Kanton Basel | Aus dem Kanton Basel",https://www.wikidata.org/wiki/Q116096,https://de.wikipedia.org/wiki/Otto_Sutermeister,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,117382477&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q2546759,Walter Widmer,117342742,Mensch,1903-04-03,1965-06-18,154,154,0,True,gnd,False,True,A. Francke; A. Francke AG; A. Francke S. A; A. Francke S.A; A. Züst; Albert Züst; Artemis & Winkler; Artemis-Verlag; Arthur Niggli; Baumann; Bertelsmann Reinhard Mohn; Birkhäuser; Buchclub Ex Libris; Buschö; Classen; Der Audio Verlag; Deutscher Taschenbuch Verlag; Deutscher Taschenbuch-Verlag; Diogenes; Diogenes Verlag; Diogenes-Verlag; Ed. Carlit; Ed. Modern; Eigenverlag; Ex Libris; Ex Libris Verlag; Francke; Gute Schriften; Haldimann; Hatje; Hebel; Huber; Janus - Bibliothek; Janus-Bibliothek; Kiepenheuer & Witsch; Kiepenheuer und Witsch; Le Briquet; Lehrmittelverlag des Kantons Basel-Stadt; MOcean-OTon-Verlag; Maier; Niggli; Origo-Verlag; Pegasus; Pegasus Verlag; Phaidon; Rowohlt; Schweizer Druck- und Verlagshaus; Verl. Baumann-Druck; Verlag A. Francke; Verlag A. Francke AG; Verlag Sanssouci; W. Classen; Wilhelm Goldmann; Winkler; Winkler Verlag; Winkler-Verl; Winkler-Verlag; Wissenschaftl. Buchges; Zollikofer & Co; Züst; [Selbstverl.]; [Verlag nicht ermittelbar],10 kleine Negerlein | <<Die>> Abenteuer des Guru Paramarta | Armance oder einige Szenen aus einem Pariser Salon im Jahre 1827 : Roman | <<Les>> aventures de Til Ulespiègle | <<Die>> besten Geschichten von Guy de Maupassant,https://www.wikidata.org/wiki/Q2546759,https://de.wikipedia.org/wiki/Walter_Widmer,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,117342742&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q1716933,Jürg Stüssi-Lauterburg,123173922,Mensch,1954-03-04,,151,151,0,True,gnd,False,True,B. und J. Stüssi-Lauterburg [Eigenverlag]; Bad Schinznach AG; Bibliothek am Guisanplatz; Bibliothek am Guisanplatz (BiG); Bibliothek am Guisanplatz (BiG)/Eidgenössische Militärbibliothek (EMB); Ed. Le Roset; Effingerhof; Europäische Bibliothek; GMS; Ges. f. militärhist. Studienreisen; Hier und Jetzt; Historischer Verein des Kantons Bern; Huber; Huber Verl; Interessengemeinschaft Schweiz - Zweiter Weltkrieg; Interessengemeinschaft Schweiz - Zweiter Weltkrieg Geschäftsstelle; Izdatelʹstvo Politechničeskogo universiteta; Jost Schumacher; Kommissionsverlag Beer; Kranich-Verlag; Licorne; Merker im Effingerhof; Pro Libertate; Reformierte Kirche Birrwil; Rub Media; Sauerländer; Schweizerische Gesellschaft für Militärhistorische Studienreisen; Schweizerische Gesellschaft für Militärhistorische Studienreisen (GMS); Somedia Buchverlag; Stiftung Bibliotheca Afghanica; Swisstopo; Verkehrsverein Region Brugg; Verl. Merker; Verl. Merker im Effingerhof; Verlag Effingerhof; Verlag Merker im Effingerhof; Weber; Weibel Druck; Weibel Druck AG; Weltbild; Weltwoche; [Badener Tagblatt]; [Huber]; [Jost Schumacher]; [Jürg Stüssi-Lauterburg]; [Verlag nicht ermittelbar],"""Fern von den Versuchungen einer grossen Stadt"" : der Armeestab im Kanton Bern von 1939 bis 1945 | ""Fern von den Versuchungen einer grossen Stadt"" : der Armeestab im Kanton Bern von 1939 bis 1945 | ""I will emel z'erscht no es par Schütz tue"" : zwei Jahrhunderte schweizerischen Schiesswesens | ""O selig wer sein Glück gelassen Gott vertraut"" : Emanuel Gruber, 1719-1774 | ""Seyen Sie glücklich!""",https://www.wikidata.org/wiki/Q1716933,https://de.wikipedia.org/wiki/J%C3%BCrg_St%C3%BCssi-Lauterburg,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,123173922&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q124615,Dieter Bachmann,120059541,Mensch,1940-12-17,,150,150,0,True,gnd,False,True,"Ammann; Ammann Verl; Artemis; Atlantis; Berlin Verl; Berliner Taschenbuch-Verlag; Bildarchiv und Dokomentation zur Geschichte der Arbeiterbewegung; Birkhäuser; Bockler-Press; Conzett & Huber; Conzett und Huber; Deutscher Taschenbuch Verlag; Deutscher Taschenbuch-Verlag; Diogenes; Du Kulturmedien; Du-Verlag; Ed. Mondo; Ed. Zoé; Edition Stemmle; Edition Voldemeer; Edition Voldemeer Zürich; Editions Mondo; Galerie Carzaniga & Ueker; Huber; Institut für Soziologie der Universität Bern; Istituto Svizzero di Roma; Istituto svizzero di Roma; Kunstmuseum; Lars Müller; Lettre International; Limmat; Limmat Verlag; Little, Brown; London; Magma Arbeiter Illustrierte Zeitung; Mondo-Verlag; NIMBUS. Kunst und Bücher; Nagel & Kimche; Nagel und Kimche; Offizin-Verlag; Presse- u. Medienarchiv; Residenz Verl; Scheidegger & Spiess; TA-Media; TA-Media AG; Tages Anzeiger AG; Tages-Anzeiger; Tamedia; Verlag ""Der kühne Heinrich""; W. Kohlhammer; Wallstein-Verl; Zytglogge; [Dieter Bachmann]; [Verlag nicht ermittelbar]; marebuchverlag","""Heraus aus Dreck, Lärm und Gestank"" : Bilder einer Arbeiter-Fotoausstellung | ""Stoffe"" von Friedrich Dürrenmatt | 1 Brief an Maria Lutz-Gantenbein | 1 Brief, 2 Beilagen an Arnold Kübler | 1991 Friedrich Dürrenmatt (70) : Havel, Kunst, Kosmos, Kollaps, die Schweiz",https://www.wikidata.org/wiki/Q124615,https://de.wikipedia.org/wiki/Dieter_Bachmann,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,120059541&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q55949859,Gustav Siebenmann,118805177,Mensch,1923-01-01,2025-02-01,150,150,0,True,gnd,False,False,A. Francke; Athenaeum; Athenäum Fischer Taschenbuch-Verl; Bagel; Colloquium Verlag; Ed. Gredos; Editorial Verbum; Eichborn; Erich Schmidt; Erker; Esteban; Francke; Gemsberg-Druck der Geschwister Ziegler; Gredos; Haupt; Institut für Lateinamerikaforschung und Entwicklungszusammenarbeit; J. Esteban; Kohlhammer; LIT Verlag; M. Niemeyer; Max Niemeyer; Niemeyer; Ph. Reclam jun; Philipp Reclam; Philipp Reclam jun; Rüegger; Rüegger für Rechts- und Wirtschaftsliteratur; Taurus; Vervuert; Vervuert Verlag; W. Fink; [Verlag nicht ermittelbar],"1492-1992 : encuentros y desencuentros en la SSEH | 55 Jahre Hispanistik, Lusitanistik und Lateinamerikanistik an der Hochschule St. Gallen | Análisis contrastivo de las imágenes que se formaron los países germánicos de España y de América Latina, respectivamente, desde el siglo XVI | Anmerkungen zum Mexikobild in der deutschsprachigen Literatur | <<Die>> Antwort der Künste auf die Technik",https://www.wikidata.org/wiki/Q55949859,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,118805177&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q105428,Johann Heinrich Pestalozzi,118592912,Mensch,1746-01-12,1827-02-17,148,148,0,True,gnd,False,True,A. Helmich; Beyer; Bunkyō Shoin; En la imprenta real; Gebr. Fretz A.G; Gessner; Jenni; Kyungchisa; LEP; Meguro Shoten; Meyer und Zeller; Pädagogik; Rascher; Renmin jiaoyu chubanshe; Rentsch; Shinseidō; Stalling; Tschudy-Verlag; Verlag Pestalozzianum; [Erziehungswissenschaftlicher Verlag]; [Verlag nicht ermittelbar],"""Unser"" Pestalozzi : zum 150. Todestag am 17. Februar 1977 | [Abendstunde eines Einsiedlers : ; Aus dem Schweizerblatt ; Pestalozzis Brief an einen Freund über seinen Aufenthalt in Stanz ; Wie Gertrud ihre Kinder lehrt ; Ansichten und Erfahrungen, die Idee der Elementarbildung betreffend ; Über die Idee der Elementarbildung] | [Abendstunde eines Einsiedlers : ; Aus dem Schweizerblatt ; Pestalozzis Brief an einen Freund über seinen Aufenthalt in Stanz ; Wie Gertrud ihre Kinder lehrt ; Ansichten und Erfahrungen, die Idee der Elementarbildung betreffend ; Über die Idee der Elementarbildung] | [Abendstunde eines Einsiedlers] : [sowie Betrachtungen darüber] | [Abendstunde eines Einsiedlers]",https://www.wikidata.org/wiki/Q105428,https://de.wikipedia.org/wiki/Johann_Heinrich_Pestalozzi,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,118592912&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q1290121,Eduard Stäuble,118135201,Mensch,1924-02-12,2009-03-25,148,146,2,True,gnd,False,True,"""Schweizerzeit"" Verlag; A. Manutius; Aktion ""Kirche wohin?""; Aldus Manutius Verlag; Arborea; Arborea Verlag; Atlantis; Bodensee-Verlag; Bärenreiter-Verl; Erker-Verl; Erker-Verlag; Gesellschaft Pro Vadiana; Gesellschaft und Kirche Wohin?; Gut; Huber; Leia Rumantscha; Medien-Panoptikum; Nebelspalter-Verlag; Neske; Novalis; Pflugverlag; Pizzicato Verlag Helvetia; Pressestelle Fernsehen DRS; Pressestelle des Fernsehens DRS; Pro Libertate; Pustet; Reinhardt; Schweizer Fernsehen SF; Schweizerische Vereinigung Pro Libertate; Schweizerzeit Verlags AG; Stiftung für Abendländische Besinnung; Theodor Gut; Tschudi; Vereinigung BernAktiv; Vereinigung Medien-Panoptikum; Verl. Gasser; Volksverlag; [Verlag nicht ermittelbar]","""... so dass keiner mehr die Sprache des andern versteht"" : Politik mit verfälschten Begriffen : ein Vortrag | ""... so dass keiner mehr die Sprache des andern versteht"" : Politik mit verfälschten Begriffen | ""...so dass keiner mehr die Sprache des anderen versteht"" : Politik mit verfälschten Begriffen | ""Ich möchte an einem See sterben"" : Gedanken zu See-Leben I | <<Das>> ""sichere Ende des Vaterlandes"" : Gottfried Keller und die Schweizerische Gegenwart : ein Vortrag",https://www.wikidata.org/wiki/Q1290121,https://de.wikipedia.org/wiki/Eduard_St%C3%A4uble,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,118135201&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q134476647,Urs Widmer,,Mensch,,,142,142,0,True,name-fuzzy,True,False,Asa; Ayrıntı Yayınları; Black Flamingo Publishing; Bookart Kiadó; Buchclub Ex Libris; Buchner; Bundesamt für Statistik; Büchergilde Gutenberg; DRS 2; De Geus; Deutsche Grammophon; Diogenes; Diogenes Verlag; Diogenes-Verl; Diogenes-Verlag; ETH; Ed. Zoé; Editions Florides helvètes; Editions L'Age d'homme; Ekdoseis Lemvos; Fayard; Gallimard; Ganesa; Grasl; Intakt Records; Juris; Juris Druck + Verlag; Juris Druck und Verlag; Jäggli; Keller editore; Kultuurileht; M-érték Kiadó; Moon Press; Ofoq; Orell Füssli+Friedrich Verlag; Schwann; Schweizer Radio DRS; Seagull; Seagull Books; Swiss Re; Tamedia AG; Tekst; U. Widmer; Verlag der Autoren; Vogel; Walser Zumbrunn Wäckerli Architektur; [Stadtbibliothek]; [U. Widmer]; [Vaudeville Theater]; [Verlag nicht ermittelbar]; [Widmer]; rüffer & rub,"""Arbeitet weiter. Noch ist viel zu tun"" : Bausteine zur Winterthurer Stadtgeschichte: Der Pfarrer Albert Reichen (1864-1929) | ""Vom Traum, namenlos mit der Stimme des Volkes zu singen"" | 125 Jahre Gebr. Volkart : Erweiterter Text der Ansprache am 30. Januar 1976 | 125 Jahre Gebr. Volkart : erweiterter Text der Ansprache des Stadtpräsidenten bei der 125-Jahr-Feier der Firma Gebr. Volkart am 30. Januar 1976 | 1945, oder, Die ""neue Sprache"" : Studien zur Prosa der ""jungen Generation""",https://www.wikidata.org/wiki/Q134476647,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Widmer Urs&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q94847929,Paul Steinmann,117259330,Mensch,1885-01-31,1953-10-06,141,141,0,True,gnd,False,True,A. Kundig; Aargauer Tagblatt; Akademische Verlagsgesellschaft; Alb. Kündig; B. Schwabe; Birkhäuser; Borntraeger; Buchdr. Büchler; Buchdr. E. Birkhäuser; Buchdr. H. Kunz; Buchdr. Kunz; Buchdr. Walter Kunz; Büchler & Co; Druck H. R. Sauerländer & Co; E. Schweizerbart´sche Verlagsbuchhandlung; Editions Faunus; Engelmann; Faunus-Verlag; G. Schmid; H.R. Sauerländer & Co; Impr. Alb. Kündig; Impr. Albert Kundig; Imprimeria Nationala; Julius Springer; Klinkhardt; Kober; Kundig; Kunz; Kündig; LCH = Lehrerinnen und Lehrer Schweiz; Orell Füssli; SABE; Sauerländer; Schweiz. Lehrerverein; Schweizerbart; Schweizerischer Bund für Naturschtz (SBN); Selbstverlag der Senckenbergischen Naturforsschenden Gesellschaft; Teubner; Verlag Elektrowirtschaft; W. Engelmann; W. Junk; W. Klinkhardt; Walter Kunz; Wilhelm Engelmann; Zofinger Taglblatt; [E. Schweizerbart]; [H. Kunz]; [Kunz?]; [Verlag nicht ermittelbar]; Éditions Faunus S.A,[Biologie Lehr- und Arbeitsbuch für schweizerische Mittelschulen : II Teil | [Paul Steinmann | Allgemeine Biologie und Menschenkunde | Allgemeine Biologie und Menschenkunde | Allgemeine Biologie und Menschenkunde,https://www.wikidata.org/wiki/Q94847929,https://de.wikipedia.org/wiki/Paul_Steinmann_(Biologe),"https://swisscovery.slsp.ch/discovery/search?query=any,contains,117259330&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q116268,Johannes Aal,118500015,Mensch,1500-01-01,1551-05-28,140,140,0,True,gnd,False,True,"Ad divum victorem excudebat Franciscus Behem; Alexander Weissenhorn; Apud Ioannem Foucherium; Benedictis; Cratonem Mylium; Durch Nicolaum Wolrab; Ex officina Eucharii Ceruicor; Ex officina Frob; Excudebat Melchior Novesianus; Francisci Fradin; Heinricus Steyner excudebat; Impensis ... archibibliopole Ioannis rynman In officina industrii Henrici Gran; Impensis Petri Quentell; In Alexandri Vueissenhorn typographia oficina, impensis providi viri Georgii Krapff civis Ingolstadii; In aedibus honesti civis Petri Quentell; In officina Frobeniana; In officina Nicolai VVolrab; In officina literaria Petri Quentel; M. Niemeyer; Matthias Apiarius; Nicolaus de Benedictis; Opera Francisci Fradin; Opera francisci fradin; Per Hieronymum Frobenium; Per Lazarum Soardum; Petri Quentel; Philippi Iuntae; Zepfel; [Adam Petri, impensis Lodov. Hornken Colon.]; [Alexander Weissenhorn]; [By Mathia Apiario]; [Drucker Casus breves, i.e. Georg Husner]; [Drucker des Jordanus von Quedlinburg]; [Eucharius Silber]; [Ex aedibus Quentilianis]; [Excudebat Ioannes Faber Emmeus Iuliacensis]; [Gregor Bartholomäus]; [Heinrich Gran, für Johann Rynman]; [Heinrich Petri]; [In aedibus Ioannis Schoeffer]; [Ioannes Prusz iunior]; [Johann Amerbach]; [Johann Froben und Johann Petri]; [Johann Froben]; [Johann Grüninger]; [Johann Schott]; [Johannes Amerbach]; [Johannes Froben]; [Johannes Oporinus]; [Kilian Fischer]; [Knobloch]; [Martin Flach]; [Mathias Moravus]; [Michael Wenssler]; [Per Alexandrum Vueyssenhorn, expensis perdiligentis viri Martini Silbereysen]; [Peter Drach]; [Peter Quentel]; [Thomas Anshelm]; [Verlag nicht ermittelbar]; [apud Hieronymum Frobenium et Nicolaum Episcopium]; [apud Ioannem Frobenium]; [durch Adam Petri]; [impensa industriaque singulari Nicolai Jenson Gallici]; [impressa per Georgium de Rivabenis]; [in Aedibus Schurerianis]; [in aedibus Ioan. Schoeffer]; [in aedibus Thomae Volfij]; [in officina Roberti Winter]; [per Anthonium koberger]; [per Nicolaum Brylingerum et Ioannem Oporinum]; [per Nicolaum Kessler]; a magistro Iacobo de Pfortzen; ab Iacobo huguetan eiusdem civitatis bibliopola in vico mercuriali. ad angiportum qui in ararim ducit; ab Martino Boillon; apud Fridericum Peypos; apud Hugonem a Porta; apud Io. Soterem; apud Ioannem Frobenium; apud Mich. Isingrinium; apud Seb. Gryphium; apud sanctam Coloniam; durch Franciscum Behem; durch Joannem Schott; durch Nicolaum Wolrab; ex officina Bebeliana; ex officina Henrici Stephani; ex officina Henrici Stephani e regione Scholae Decretorum; ex officina Ioan. Valderi; ex ædibus Eucharii Cervicorni; excudebat Franciscus Behem; excudebat Henricus Petrus; excusum in officina Frobeniana per Hieronymum Frobenium et Nicolaum Episcopium; factore Antonio koburberger; getruckt ... von Johannes Grüninger; in aedibus Andreae Cratandri; in aedibus Ioan. Frob; in edibus Ioannis Parvi; in laudabili officina Petri Quentell; in officina Frobeniana; in officina Iacobi Marescal; in officina Iacobi Pfortzensis; opera francisci fradin; per Franciscum Fradin; per Ioan. Oporinum; per Martinum flach; per honnestum virum Iohannem Grieninger; per magistrum Nicolaum de Benedictis; per me Petrum Que[n]tell; wdv, Satz und Informationstechnik","[Biblia latina] : [cum glossa Walafridi Strabonis aliorumque et interlineari Anselmi Laudunensis et cum postillis ac moralitatibus Nicolai de Lyra et expositionibus Guillielmi Britonis in omnes prologos S. Hieronymi et additionibus Pauli Burgensis replicisque Matthiae Doering] | [Biblia latina] : [cum postillis Nicolai de Lyra et expositionibus Guillelmi Britonis in omnes prologes S. Hieronymi et additionibus Pauli Burgensis replicisque Matthiae Doering] | [Doctor Keiserssbergs Postill] : [uber die fyer Euangelia durchs Jor, sampt dem Quadragesimal und von ettlichen Heyligen] | [Sermones de tempore et de sanctis et de diversis] | [Vocabularius breviloquus]",https://www.wikidata.org/wiki/Q116268,https://de.wikipedia.org/wiki/Johannes_Aal,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,118500015&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q132887104,Karl Huber,,Mensch,,,139,139,0,True,name-fuzzy,True,False,A. Töpelmann; Baden-Verlag; Beyer; Buchdr. des Waisenhauses; C.Huber-Mäder; Centaurus; Centaurus Verlag & Media; Centaurus Verlag & Media :; Charitas; DLG; De Gruyter; Der Andere Verl; Druck von J. Huber; E. Bühlmann; Editrice Grafica L'Etruria; F. C. W. Vogel; F.C.W. Vogel; G. Westermann; George Westermann; Huber; Huber-Mäder; Josef Huber; Keller; M. Gehlen; Meyer Dr; Nomos; Orell Füssli; Ostasienmission; Rotapfel-Verlag; Sauerländer; Schellenberg; Selbstverlag; Selbstverlag Carl Huber; Sonderegger; Sozialdem. Partei des Kantons Zürich; Sozialdemokrat. Partei; Sozialdemokratische Partei des Kantons Zürich; Stämpfli; Verband Österreichischer Philatelistenvereine; Verlag Gehlen; Verlag Ostasienmission; Verlag der Ausstellungskommission; WEKA-Philatelie; [Meyer & Co. Dr.]; [Verlag nicht ermittelbar]; [éditeur non identifié],"""Ist unser Staat noch regierbar?"" | ""Ist unser Staat überfordert?"" | ""Staat ohne Bürger?"" | [Par.] 34 StGB als Rechtfertigungsgrund für hoheitliches Handeln | § 34 StGB als Rechtfertigungsgrund für hoheitliches Handeln",https://www.wikidata.org/wiki/Q132887104,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Huber Karl&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q132732116,Walter Fischer,,Mensch,,,139,139,0,True,name-fuzzy,True,False,"A. Dressel; Buchner; C. Hinstorff; Carl Hinstorffs Verlag; Carl Marhold; Diesterweg; E. Keimer; F. Bühler; Fachbuchverlag; Fischer; Fotodr. Präzis; G. Braun; Gerhard Schulze; Hirschgraben-Verlag; Hueber; Irrgang; J. F. Lehmann; Keller; Kröner; Lehmann; M. Diesterweg; M. Hueber Verlag; Max Hueber; Max Hueber Verlag; Moritz Diesterweg; Musée cantonal des beaux-arts; Nordmark-Werke; Noske; Oprecht; Orell Füssli; Paul Scherrer Institut Würenlingen and Villigen; Paul-Scherrer-Institut, PSI; Persona Verlag; Postberg; Rascher; SBB, Kreis III; Schweizerische Zentrale für Verkehrsförderung; Selbstverlag; Springer; Springer Berlin Heidelberg :; Springer International Publishing :; Springer Vieweg; Standesamtswesen; Steinkopff; Studien Verlag; Studien-Verlag; StudienVerlag; The Rockefeller Foundation; Thieme; University of Lund; Urban und Schwarzenberg; Vandenhoeck & Ruprecht; Veit; Verkehrshaus der Schweiz; Volksbl.-Dr; Volksverlag Elgg; [Verlag nicht ermittelbar]; [W.W. Fischer]; [s. n.]; orell füssli; Österreichischer Studien Verl","""Diffraction studies"" : Lecture on spallation neutron sources and their use for condensed matter physics | ""Diffraction studies"" : lecture on spallation neutron sources and their use for condensed matter physics | 1 Brief an Artemis-Verlag | 1 Briefkarte an Friedrich Witz | 11 Briefe, 2 Briefkarten an Rudolf Jakob Humm",https://www.wikidata.org/wiki/Q132732116,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Fischer Walter&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
