q_id,label,given,family,gnd,instance_of,birth,death,dewiki_url,has_dewiki,wikidata_url
Q125299953,Jager Petri Zimmermann-de,Petri,de Jager,,Mensch,1961-01-01,,,False,https://www.wikidata.org/wiki/Q125299953
Q1253158,Emil Würmli,Emil,Würmli,134561562,Mensch,1920-03-03,2007-11-06,https://de.wikipedia.org/wiki/Emil_W%C3%BCrmli,True,https://www.wikidata.org/wiki/Q1253158
Q125418,Hansjörg Schertenleib,Hansjörg,Schertenleib,120448807,Mensch,1957-11-04,,https://de.wikipedia.org/wiki/Hansj%C3%B6rg_Schertenleib,True,https://www.wikidata.org/wiki/Q125418
Q125524,Beda Humbel,Beda,Humbel,1050185463,Mensch,1933-11-20,2019-06-15,https://de.wikipedia.org/wiki/Beda_Humbel,True,https://www.wikidata.org/wiki/Q125524
Q125543323,Harriet Keller-Wossidlo,Harriet,Wossidlo,10864328X,Mensch,1948-02-25,,https://de.wikipedia.org/wiki/Harriet_Keller-Wossidlo,True,https://www.wikidata.org/wiki/Q125543323
Q125591,Claudia Bandixen,Claudia,Bandixen,1108289800,Mensch,1957-03-13,,https://de.wikipedia.org/wiki/Claudia_Bandixen,True,https://www.wikidata.org/wiki/Q125591
Q1258563,Franziska Baumann,Franziska,Baumann,1089822200,Mensch,1965-04-09,,https://de.wikipedia.org/wiki/Franziska_Baumann,True,https://www.wikidata.org/wiki/Q1258563
Q126130724,Adrian Zschokke,Adrian,Zschokke,132865416,Mensch,1952-01-01,,,False,https://www.wikidata.org/wiki/Q126130724
Q126210929,Valérie Balmer,Valérie,Balmer,132897261,Mensch,1961-01-18,,,False,https://www.wikidata.org/wiki/Q126210929
Q126916708,Stephan Gottet,Stephan,,1122601743,Mensch,1940-07-27,2024-07-24,https://de.wikipedia.org/wiki/Stephan_Gottet,True,https://www.wikidata.org/wiki/Q126916708
Q1285118,Edith Oppenheim-Jonas,Edith,Jonas,117137820,Mensch,1907-11-11,2001-03-22,https://de.wikipedia.org/wiki/Edith_Oppenheim-Jonas,True,https://www.wikidata.org/wiki/Q1285118
Q1286185,Edmund Dorer,Edmund,Dorer,118913956,Mensch,1831-06-15,1890-05-05,https://de.wikipedia.org/wiki/Edmund_Dorer,True,https://www.wikidata.org/wiki/Q1286185
Q1290121,Eduard Stäuble,Eduard,Stäuble,118135201,Mensch,1924-02-12,2009-03-25,https://de.wikipedia.org/wiki/Eduard_St%C3%A4uble,True,https://www.wikidata.org/wiki/Q1290121
Q130253297,Beda Büchi,Beda,Büchi,,Mensch,,,,False,https://www.wikidata.org/wiki/Q130253297
Q130253773,Andrina Jörg,Andrina,Jörg,,Mensch,,,,False,https://www.wikidata.org/wiki/Q130253773
Q130253777,Werner Erne,Werner,Erne,124922864,Mensch,1931-04-09,2024-10-30,,False,https://www.wikidata.org/wiki/Q130253777
Q130253899,Eva Seck,Eva,Seck,107737111X,Mensch,1985-01-01,,,False,https://www.wikidata.org/wiki/Q130253899
Q130254125,Ruedi Fischli,Ruedi,Fischli,,Mensch,,,,False,https://www.wikidata.org/wiki/Q130254125
Q130254688,Eva Borner,Eva,Borner,1183327870,Mensch,1967-03-25,,,False,https://www.wikidata.org/wiki/Q130254688
Q130254977,Sara Rohner,Sara,Rohner,1136923721,Mensch,1964-01-01,,,False,https://www.wikidata.org/wiki/Q130254977
Q130463191,Rosemarie Wildi-Benedict,,Wildi,142081957,Mensch,1924-05-03,2010-11-10,https://de.wikipedia.org/wiki/Rosemarie_Wildi-Benedict,True,https://www.wikidata.org/wiki/Q130463191
Q130762010,Gerhard Ammann,Gerhard,Ammann,131747665,Mensch,1934-08-08,2015-04-15,,False,https://www.wikidata.org/wiki/Q130762010
Q130768017,Wolfgang Hafner,Wolfgang,Hafner,123584256,Mensch,1949-01-01,2021-01-01,,False,https://www.wikidata.org/wiki/Q130768017
Q130768142,Peter Dold,Peter,Dold,1069960543,Mensch,1935-01-01,,,False,https://www.wikidata.org/wiki/Q130768142
Q130768351,Christoph Reding,Christoph,Reding,132831023,Mensch,,,,False,https://www.wikidata.org/wiki/Q130768351
Q130769890,Hans Weber,Hans,Weber,123797187,Mensch,1938-01-01,,,False,https://www.wikidata.org/wiki/Q130769890
Q130770666,Alois Lang,Alois,,133965074,Mensch,1939-01-01,,,False,https://www.wikidata.org/wiki/Q130770666
Q130773167,Emil Schreyger,Emil,,1281122084,Mensch,1953-01-01,,,False,https://www.wikidata.org/wiki/Q130773167
Q130774176,Thomas Eichenberger,Thomas,Eichenberger,1278274278,Mensch,1959-01-01,,,False,https://www.wikidata.org/wiki/Q130774176
Q130784915,Urs Bigler,Urs,Bigler,1031404805,Mensch,1968-01-01,,,False,https://www.wikidata.org/wiki/Q130784915
Q130787030,Alfred Haefeli,Alfred,Haefeli,104393605X,Mensch,,,,False,https://www.wikidata.org/wiki/Q130787030
Q130790735,Christian Boss,Christian,Boss,1081963824,Mensch,1949-01-01,,,False,https://www.wikidata.org/wiki/Q130790735
Q130791613,Nicolas Gattlen,Nicolas,,1100575995,Mensch,,,,False,https://www.wikidata.org/wiki/Q130791613
Q130791733,Yannick Wey,Yannick,Wey,1201045592,Mensch,1987-01-01,,,False,https://www.wikidata.org/wiki/Q130791733
Q1308212,Marco Käppeli,Marco,Käppeli,1102915483,Mensch,1951-03-01,,https://de.wikipedia.org/wiki/Marco_K%C3%A4ppeli,True,https://www.wikidata.org/wiki/Q1308212
Q130823113,Klara Bosshart-Schwaller,Klara,Schwaller,123693543,Mensch,1947-01-01,,,False,https://www.wikidata.org/wiki/Q130823113
Q130823371,Felicitas Oehler,Felicitas,Oehler,1042959242,Mensch,1949-01-01,,,False,https://www.wikidata.org/wiki/Q130823371
Q130823530,Marta Elizondo,Marta,Elizondo,131758438,Mensch,1955-01-01,,,False,https://www.wikidata.org/wiki/Q130823530
Q130823765,Marianne Woodtli,Marianne,Woodtli,123176638,Mensch,1943-01-01,,,False,https://www.wikidata.org/wiki/Q130823765
Q130834570,Beatrix Weber Bertschi,Beatrix,Weber,1123291780,Mensch,1953-01-01,,,False,https://www.wikidata.org/wiki/Q130834570
Q131169603,Irene Laura'Adjana Ackermann,Irene,Ackermann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131169603
Q131169704,Amon Adamantos,Amon,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131169704
Q131169705,Ruth Aerni Wolleb,Ruth,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131169705
Q131169706,Heinz Aeschlimann,Heinz,Aeschlimann,1145664377,Mensch,1931-01-01,2020-01-01,,False,https://www.wikidata.org/wiki/Q131169706
Q131169707,Otto Affolter,Otto,Affolter,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131169707
Q131169708,Dorothee Alb,Dorothee,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131169708
Q131169709,Martin Allemann,Martin,Allemann,1017509670,Mensch,1958-01-01,,,False,https://www.wikidata.org/wiki/Q131169709
Q131169710,Giancarmine Alliegro,,Alliegro,1047115069,Mensch,1973-01-01,,,False,https://www.wikidata.org/wiki/Q131169710
Q131169711,Gabrielle Allmendinger,Gabrielle,Allmendinger,110779210X,Mensch,1963-01-01,,,False,https://www.wikidata.org/wiki/Q131169711
Q131169712,Christian Alpiger,Christian,Alpiger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131169712
Q131169713,Hans Althaus,Hans,Althaus,1142929027,Mensch,1945-01-01,,,False,https://www.wikidata.org/wiki/Q131169713
Q131169714,Andres Altwegg,Andres,Altwegg,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131169714
Q131169715,Jonas Ambühl,Jonas,Ambühl,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131169715
Q131169716,Amando Ammann,Amando,Ammann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131169716
Q131169717,Gabriela Ammann,Gabriela,Ammann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131169717
Q131169719,Werner Ammann,Werner,Ammann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131169719
Q131169720,Erika Amsler,Erika,Amsler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131169720
Q13142768,Lutz Fischer,Lutz,Fischer,,Mensch,1967-11-01,,https://de.wikipedia.org/wiki/Lutz_Fischer_(Politiker),True,https://www.wikidata.org/wiki/Q13142768
Q131449100,Hélène Zufferey,Hélène,Zufferey,1116573083,Mensch,1935-02-06,,,False,https://www.wikidata.org/wiki/Q131449100
Q131685295,Cécile Laubacher,Cécile,Laubacher,1166766179,Mensch,1924-07-29,2018-09-04,,False,https://www.wikidata.org/wiki/Q131685295
Q131691886,Markus Widmer-Dean,Markus,Dean,1089596227,Mensch,,,,False,https://www.wikidata.org/wiki/Q131691886
Q131692537,Constantin Vayenas,Constantin,,1244934631,Mensch,,,,False,https://www.wikidata.org/wiki/Q131692537
Q131744745,Jules Amsler,Jules,Amsler,130379999,Mensch,1920-01-01,,,False,https://www.wikidata.org/wiki/Q131744745
Q131744746,Hansjörg Anderegg,Hansjörg,Anderegg,142863807,Mensch,1947-01-01,,,False,https://www.wikidata.org/wiki/Q131744746
Q131744747,Gertrud Anliker-Schibli,Gertrud,Schibli,126093199,Mensch,1923-01-01,,,False,https://www.wikidata.org/wiki/Q131744747
Q131766358,Jutta Ansorg,Jutta,Ansorg,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131766358
Q131766359,Hugo Anthamatten,Hugo,Anthamatten,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131766359
Q131766360,Konstantin Appenzeller,Konstantin,Appenzeller,1089448376,Mensch,1814-01-01,1899-01-01,,False,https://www.wikidata.org/wiki/Q131766360
Q131766361,Adelheid Aregger,Adelheid,Aregger,1328433749,Mensch,,,,False,https://www.wikidata.org/wiki/Q131766361
Q131766362,Marco Arni,Marco,Arni,143626981,Mensch,1976-01-01,,,False,https://www.wikidata.org/wiki/Q131766362
Q131766363,Pascal Arnold,Pascal,Arnold,1227472668,Mensch,1980-01-01,,,False,https://www.wikidata.org/wiki/Q131766363
Q131766364,Katharina Arrigoni,Katharina,Arrigoni,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131766364
Q131772051,Ursula Hasler,Ursula,Hasler,133317684,Mensch,,,,False,https://www.wikidata.org/wiki/Q131772051
Q131775185,Cornel Doswald,Cornel,,1116508680,Mensch,1954-01-01,,,False,https://www.wikidata.org/wiki/Q131775185
Q131775454,Peter Widmer,Peter,Widmer,133306488,Mensch,1941-01-01,,,False,https://www.wikidata.org/wiki/Q131775454
Q131827188,Katharina Lanfranconi,Katharina,,124662838,Mensch,1948-06-20,,,False,https://www.wikidata.org/wiki/Q131827188
Q131830380,Rafael Baier,Rafael,Baier,1151675997,Mensch,1975-01-01,,,False,https://www.wikidata.org/wiki/Q131830380
Q131830386,Kathrin Burger Pfisterer,Kathrin,Burger,1157168094,Mensch,,,,False,https://www.wikidata.org/wiki/Q131830386
Q131842449,Bruno Artmann,Bruno,Artmann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131842449
Q131842450,Kai Olaf Arzinger,Olaf,,1305856430,Mensch,1966-01-01,,,False,https://www.wikidata.org/wiki/Q131842450
Q131842451,Claudia Aufdermauer,Claudia,Aufdermauer,1044763000,Mensch,1984-01-01,,,False,https://www.wikidata.org/wiki/Q131842451
Q131842452,Diana Barbara Bach,Diana,Bach,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131842452
Q131842453,Frank Bachmann,Frank,Bachmann,137665326,Mensch,1940-01-01,,,False,https://www.wikidata.org/wiki/Q131842453
Q131842454,Heinrich Bachmann,Heinrich,Bachmann,1266459901,Mensch,1940-01-01,,,False,https://www.wikidata.org/wiki/Q131842454
Q131842455,Hermann Bachmann,Hermann,Bachmann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131842455
Q131842456,Karin Bachmann,Karin,Bachmann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131842456
Q131842457,Marc Bachmann,Marc,Bachmann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131842457
Q131842458,Philipp Bachmann,Philipp,Bachmann,133885372,Mensch,1950-01-01,,,False,https://www.wikidata.org/wiki/Q131842458
Q131842459,Roland Bachmann,Roland,Bachmann,112928591X,Mensch,1957-01-01,,,False,https://www.wikidata.org/wiki/Q131842459
Q131842460,Sven Bachmann,Sven,Bachmann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131842460
Q131867080,Omar Gisler,,Gisler,124959083,Mensch,1976-01-01,,,False,https://www.wikidata.org/wiki/Q131867080
Q131905676,Thomas Bachmann,Thomas,Bachmann,11806732X,Mensch,1960-01-01,,,False,https://www.wikidata.org/wiki/Q131905676
Q131905677,Walter Bachmann,Walter,Bachmann,1069336815,Mensch,1928-01-01,,,False,https://www.wikidata.org/wiki/Q131905677
Q131918585,Regula Bachmann-Steiner,Regula,Steiner,1208407872,Mensch,1944-01-07,,,False,https://www.wikidata.org/wiki/Q131918585
Q131918586,Kurt Bader,Kurt,Bader,1183725957,Mensch,1938-01-01,,,False,https://www.wikidata.org/wiki/Q131918586
Q131918587,Marianne Badertscher,Marianne,Badertscher,1321009429,Mensch,1953-01-01,,,False,https://www.wikidata.org/wiki/Q131918587
Q131918588,Roni Baerg,Roni,Baerg,1104521652,Mensch,1973-01-01,,,False,https://www.wikidata.org/wiki/Q131918588
Q131918589,Toni Balaguer,Toni,Balaguer,1162458720,Mensch,1951-01-01,,,False,https://www.wikidata.org/wiki/Q131918589
Q131918590,Leon Baldesberger,Leon,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131918590
Q131918591,Astrid Baldinger,Astrid,Baldinger,130812897,Mensch,1968-01-01,,,False,https://www.wikidata.org/wiki/Q131918591
Q131925744,Christian Balmer,Christian,Balmer,1116574187,Mensch,1966-01-01,,,False,https://www.wikidata.org/wiki/Q131925744
Q131925745,Hans Ulrich Balmer,Hans,Balmer,1116574195,Mensch,1935-01-01,,,False,https://www.wikidata.org/wiki/Q131925745
Q131925746,Andres Baltzer,Andres,Baltzer,133390616,Mensch,1944-01-01,,,False,https://www.wikidata.org/wiki/Q131925746
Q131925747,Valentin Baltzer,Valentin,Baltzer,1187367966,Mensch,,,,False,https://www.wikidata.org/wiki/Q131925747
Q131925748,Petronella Bamert,,Bamert,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131925748
Q131927080,Oskar Baldinger,Oskar,Baldinger,1131805070,Mensch,1936-07-24,2015-02-26,https://de.wikipedia.org/wiki/Oskar_Baldinger,True,https://www.wikidata.org/wiki/Q131927080
Q131927081,Corin Ballhaus,Corin,Ballhaus,1235229564,Mensch,1965-01-01,,,False,https://www.wikidata.org/wiki/Q131927081
Q131932093,Ernst Bannwart,Ernst,Bannwart,112415563,Mensch,1946-01-01,,,False,https://www.wikidata.org/wiki/Q131932093
Q131932094,Melanie Bär,Melanie,Bär,1272479919,Mensch,1976-01-01,,,False,https://www.wikidata.org/wiki/Q131932094
Q131932095,Alexandra Barp-Oester,Alexandra,Oester,134302842,Mensch,1975-01-01,,,False,https://www.wikidata.org/wiki/Q131932095
Q131932096,Myrien Barth,,Barth,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131932096
Q131940433,Andreas Baumann,Andreas,Baumann,132997142,Mensch,1956-01-01,,,False,https://www.wikidata.org/wiki/Q131940433
Q131940434,Camilla Baumann,Camilla,Baumann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131940434
Q131940435,Jakob Friedrich Baumann,Friedrich,Baumann,1053399359,Mensch,,,,False,https://www.wikidata.org/wiki/Q131940435
Q131940436,Jörg Baumann,Jörg,Baumann,1089067658,Mensch,1957-01-01,,,False,https://www.wikidata.org/wiki/Q131940436
Q131940437,Lotti Baumann,Lotti,Baumann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131940437
Q131986493,Ruedi Baumann,Ruedi,Baumann,1167799925,Mensch,1950-01-01,,,False,https://www.wikidata.org/wiki/Q131986493
Q131986494,Theophil Baumann,Theophil,Baumann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131986494
Q131986495,Timon Baumgartner,Timon,Baumgartner,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131986495
Q131986496,Stephanie Baumgartner Perren,Stephanie,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131986496
Q131986497,Gottfried Baur,Gottfried,Baur,116093536,Mensch,,,,False,https://www.wikidata.org/wiki/Q131986497
Q131986498,Leo Beck,Leo,Beck,,Mensch,,,,False,https://www.wikidata.org/wiki/Q131986498
Q132125046,Sybille Beck,,Beck,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132125046
Q132125047,Peter Beeli,Peter,Beeli,1253465126,Mensch,1965-01-01,,,False,https://www.wikidata.org/wiki/Q132125047
Q132125048,Pascal Beer,Pascal,Beer,1047594390,Mensch,1978-01-01,,,False,https://www.wikidata.org/wiki/Q132125048
Q132125049,Riccardo Bellettati,Riccardo,,1250341787,Mensch,,,,False,https://www.wikidata.org/wiki/Q132125049
Q132125050,Lorenz Belser,Lorenz,Belser,1276705700,Mensch,,,,False,https://www.wikidata.org/wiki/Q132125050
Q132125051,Christoph Benz,Christoph,Benz,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132125051
Q132125052,Felix Benz,Felix,Benz,142805793,Mensch,1968-01-01,,,False,https://www.wikidata.org/wiki/Q132125052
Q132125053,Kurt Beretta,Kurt,Beretta,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132125053
Q132125054,Beata Bereuter,Beata,Bereuter,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132125054
Q132125627,Catherine Berger,Catherine,Berger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132125627
Q132125628,Matthias Berger,Matthias,Berger,1090118325,Mensch,1968-01-01,,,False,https://www.wikidata.org/wiki/Q132125628
Q132125629,Sandra Berger,Sandra,Berger,1123046220,Mensch,1985-01-01,,,False,https://www.wikidata.org/wiki/Q132125629
Q132125630,Gerhard van den Bergh,Gerhard,van den Bergh,1212148363,Mensch,1947-01-01,,,False,https://www.wikidata.org/wiki/Q132125630
Q132125631,Gerhard van den  Bergh,Gerhard,van den Bergh,10476421X,Mensch,1920-01-01,,,False,https://www.wikidata.org/wiki/Q132125631
Q132125632,André Bernath,André,Bernath,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132125632
Q132125633,Judith Bernegger,Judith,Bernegger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132125633
Q132125634,Heidi Berner,Heidi,Berner,1251278248,Mensch,1955-01-01,,,False,https://www.wikidata.org/wiki/Q132125634
Q132125635,Lotti Berner,Lotti,Berner,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132125635
Q132125636,Robert Berner,Robert,Berner,1011603179,Mensch,,,,False,https://www.wikidata.org/wiki/Q132125636
Q132125637,Ruedi Berner,Ruedi,Berner,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132125637
Q132125638,Stephan Berner,Stephan,Berner,1243460970,Mensch,,,,False,https://www.wikidata.org/wiki/Q132125638
Q132125639,Traugott Berner,Traugott,Berner,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132125639
Q132125640,Kathrin Bertschi,Kathrin,Bertschi,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132125640
Q132125641,Siegfried Bertschi,Siegfried,Bertschi,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132125641
Q132125642,Sophie Bertschinger,Sophie,Bertschinger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132125642
Q132126311,Fabienne Besmer,Fabienne,Besmer,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132126311
Q132126312,Priska Betschart,Priska,Betschart,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132126312
Q132126313,Paul Beuchat,Paul,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132126313
Q132126314,Béa Bieber,,Bieber,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132126314
Q132126315,Paul Bieger,Paul,Bieger,1243550074,Mensch,1858-01-01,,,False,https://www.wikidata.org/wiki/Q132126315
Q132126316,Stéphanie Bieler,Stéphanie,Bieler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132126316
Q132126317,Alex Bieli,Alex,Bieli,1111069263,Mensch,,,,False,https://www.wikidata.org/wiki/Q132126317
Q132126318,Astrid Bieri,Astrid,Bieri,1227222742,Mensch,1971-01-01,,,False,https://www.wikidata.org/wiki/Q132126318
Q132126319,Christian Bieri,Christian,Bieri,1282590081,Mensch,1977-01-01,,,False,https://www.wikidata.org/wiki/Q132126319
Q132126321,Marcel Bieri Niederberger,Marcel,,1311065164,Mensch,1965-01-01,,,False,https://www.wikidata.org/wiki/Q132126321
Q132126322,Bernhard Bill,Bernhard,Bill,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132126322
Q132126323,Sabina Binggeli-Brogle,Sabina,Brogle,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132126323
Q132126325,Urs Bircher,Urs,Bircher,1256968013,Mensch,1950-01-01,,,False,https://www.wikidata.org/wiki/Q132126325
Q132126367,Stephan Bircher,Stephan,Bircher,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132126367
Q132127048,Roland Birchmeier,Roland,Birchmeier,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132127048
Q132127049,Willi Birri,Willi,,10780011X,Mensch,1930-01-01,,,False,https://www.wikidata.org/wiki/Q132127049
Q132127050,Yannick Bislin,Yannick,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132127050
Q132127051,Rolf Bislin-Fischer,Rolf,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132127051
Q132127052,Jürg Bitterli,Jürg,Bitterli,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132127052
Q132127053,Peter Bitterli-Dreher,Peter,Dreher,133270610,Mensch,1943-01-01,,,False,https://www.wikidata.org/wiki/Q132127053
Q132127054,Irene Bitterli-Riesen,Irene,Bitterli,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132127054
Q132127055,Claudia Blangetti,Claudia,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132127055
Q132127056,Hans-Peter Blättler,Hans-Peter,Blättler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132127056
Q132127057,Kurt Blum,Kurt,Blum,120285057X,Mensch,1948-01-01,2017-01-01,,False,https://www.wikidata.org/wiki/Q132127057
Q132127058,Andrea Blunschi,Andrea,,142603481,Mensch,1977-01-01,,,False,https://www.wikidata.org/wiki/Q132127058
Q132127059,Anja Bodmer,Anja,Bodmer,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132127059
Q132127060,Miriam Bögli,Miriam,Bögli,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132127060
Q132127061,Rolf Böhm,Rolf,Böhm,1064770266,Mensch,1961-01-01,,,False,https://www.wikidata.org/wiki/Q132127061
Q132156409,Franz Böller,Franz,Böller,116223588,Mensch,,,,False,https://www.wikidata.org/wiki/Q132156409
Q132156411,Rolf Bolliger,Rolf,Bolliger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132156411
Q132156412,Marcel Bolz,Marcel,Bolz,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132156412
Q132156413,Ivano Bonadei,Ivano,Bonadei,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132156413
Q132156414,Max Böni,Max,Böni,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132156414
Q132156842,Heidi Bono,Heidi,Bono,138584540,Mensch,1942-01-01,,,False,https://www.wikidata.org/wiki/Q132156842
Q132156843,Andreas Bopp,Andreas,Bopp,116245255,Mensch,1883-01-01,1961-01-01,,False,https://www.wikidata.org/wiki/Q132156843
